-36.5199251000,146.0876507000,0.0000000000
-36.5199248000,146.0876503000,0.0000000000
-36.5199245000,146.0876500000,0.0000000000
-36.5199245000,146.0876499000,0.0000000000
-36.5199244000,146.0876496000,0.0000000000
-36.5199241000,146.0876496000,0.0000000000
-36.5199237000,146.0876493000,0.0000000000
-36.5199230000,146.0876488000,0.0000000000
-36.5199224000,146.0876484000,0.0000000000
-36.5199222000,146.0876483000,0.0000000000
-36.5199220000,146.0876481000,0.0000000000
-36.5199217000,146.0876477000,0.0000000000
-36.5199213000,146.0876473000,0.0000000000
-36.5199210000,146.0876469000,0.0000000000
-36.5199206000,146.0876464000,0.0000000000
-36.5199202000,146.0876460000,0.0000000000
-36.5199201000,146.0876456000,0.0000000000
-36.5199198000,146.0876452000,0.0000000000
-36.5199196000,146.0876448000,0.0000000000
-36.5199193000,146.0876446000,0.0000000000
-36.5199189000,146.0876443000,0.0000000000
-36.5199182000,146.0876437000,0.0000000000
-36.5199180000,146.0876436000,0.0000000000
-36.5199175000,146.0876435000,0.0000000000
-36.5199169000,146.0876433000,0.0000000000
-36.5199163000,146.0876430000,0.0000000000
-36.5199160000,146.0876426000,0.0000000000
-36.5199158000,146.0876423000,0.0000000000
-36.5199157000,146.0876424000,0.0000000000
-36.5199153000,146.0876423000,0.0000000000
-36.5199149000,146.0876421000,0.0000000000
-36.5199147000,146.0876418000,0.0000000000
-36.5199145000,146.0876416000,0.0000000000
-36.5199144000,146.0876415000,0.0000000000
-36.5199143000,146.0876414000,0.0000000000
-36.5199140000,146.0876413000,0.0000000000
-36.5199136000,146.0876412000,0.0000000000
-36.5199133000,146.0876409000,0.0000000000
-36.5199131000,146.0876406000,0.0000000000
-36.5199130000,146.0876404000,0.0000000000
-36.5199127000,146.0876401000,0.0000000000
-36.5199126000,146.0876400000,0.0000000000
-36.5199125000,146.0876398000,0.0000000000
-36.5199124000,146.0876398000,0.0000000000
-36.5199121000,146.0876394000,0.0000000000
-36.5199120000,146.0876393000,0.0000000000
-36.5199119000,146.0876393000,0.0000000000
-36.5199119000,146.0876394000,0.0000000000
